"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 25 01:38:20 GMT 2023","Tue Apr 25 01:38:22 GMT 2023","1380","test","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Tue Apr 25 01:38:55 GMT 2023","Tue Apr 25 01:39:01 GMT 2023","6696","test","test_conduit","TestConduit","","","Komment törlése",""
"passed","Tue Apr 25 01:39:06 GMT 2023","Tue Apr 25 01:39:07 GMT 2023","1387","test","test_conduit","TestConduit","","","Adatok exportálása",""
"passed","Tue Apr 25 01:38:18 GMT 2023","Tue Apr 25 01:38:19 GMT 2023","917","test","test_conduit","TestConduit","","","Posztok listázása",""
"passed","Tue Apr 25 01:38:23 GMT 2023","Tue Apr 25 01:38:25 GMT 2023","2841","test","test_conduit","TestConduit","","","Új poszt közzététele",""
"passed","Tue Apr 25 01:38:27 GMT 2023","Tue Apr 25 01:38:54 GMT 2023","27117","test","test_conduit","TestConduit","","","Kommentelés sorozatos adatbeolvasással",""
"passed","Tue Apr 25 01:38:11 GMT 2023","Tue Apr 25 01:38:17 GMT 2023","5915","test","test_conduit","TestConduit","","","Kijelentkezés",""
"passed","Tue Apr 25 01:38:03 GMT 2023","Tue Apr 25 01:38:05 GMT 2023","2410","test","test_conduit","TestConduit","","","Regisztráció - Helyes felhasználói adatokkal",""
"passed","Tue Apr 25 01:37:48 GMT 2023","Tue Apr 25 01:37:54 GMT 2023","6132","test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"passed","Tue Apr 25 01:39:03 GMT 2023","Tue Apr 25 01:39:05 GMT 2023","2144","test","test_conduit","TestConduit","","","Felhasználónév módosítása",""
"passed","Tue Apr 25 01:38:08 GMT 2023","Tue Apr 25 01:38:09 GMT 2023","754","test","test_conduit","TestConduit","","","Bejelentkezés - Helyes felhasználói adatokkal",""
"passed","Tue Apr 25 01:37:55 GMT 2023","Tue Apr 25 01:38:02 GMT 2023","6123","test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elutasítása",""
"passed","Tue Apr 25 01:38:10 GMT 2023","Tue Apr 25 01:38:10 GMT 2023","244","test","test_conduit","TestConduit","","","Bejelentkezés - Helytelen felhasználói adatokkal",""
"passed","Tue Apr 25 01:38:06 GMT 2023","Tue Apr 25 01:38:07 GMT 2023","788","test","test_conduit","TestConduit","","","Regisztráció - Helytelen felhasználói adatokkal",""
