"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 25 01:28:14 GMT 2023","Tue Apr 25 01:28:15 GMT 2023","890","test","test_conduit","TestConduit","","","Bejelentkezés - Helyes felhasználói adatokkal",""
"passed","Tue Apr 25 01:29:16 GMT 2023","Tue Apr 25 01:29:19 GMT 2023","2443","test","test_conduit","TestConduit","","","Felhasználónév módosítása",""
"passed","Tue Apr 25 01:29:08 GMT 2023","Tue Apr 25 01:29:15 GMT 2023","7293","test","test_conduit","TestConduit","","","Komment törlése",""
"passed","Tue Apr 25 01:28:12 GMT 2023","Tue Apr 25 01:28:13 GMT 2023","937","test","test_conduit","TestConduit","","","Regisztráció - Helytelen felhasználói adatokkal",""
"passed","Tue Apr 25 01:28:37 GMT 2023","Tue Apr 25 01:29:07 GMT 2023","29842","test","test_conduit","TestConduit","","","Kommentelés sorozatos adatbeolvasással",""
"passed","Tue Apr 25 01:28:26 GMT 2023","Tue Apr 25 01:28:27 GMT 2023","1594","test","test_conduit","TestConduit","","","Posztok listázása",""
"passed","Tue Apr 25 01:28:01 GMT 2023","Tue Apr 25 01:28:07 GMT 2023","6170","test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elutasítása",""
"passed","Tue Apr 25 01:28:17 GMT 2023","Tue Apr 25 01:28:17 GMT 2023","352","test","test_conduit","TestConduit","","","Bejelentkezés - Helytelen felhasználói adatokkal",""
"passed","Tue Apr 25 01:28:28 GMT 2023","Tue Apr 25 01:28:30 GMT 2023","1571","test","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Tue Apr 25 01:29:20 GMT 2023","Tue Apr 25 01:29:22 GMT 2023","1604","test","test_conduit","TestConduit","","","Adatok exportálása",""
"passed","Tue Apr 25 01:28:18 GMT 2023","Tue Apr 25 01:28:24 GMT 2023","6157","test","test_conduit","TestConduit","","","Kijelentkezés",""
"passed","Tue Apr 25 01:27:53 GMT 2023","Tue Apr 25 01:27:59 GMT 2023","6289","test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"passed","Tue Apr 25 01:28:31 GMT 2023","Tue Apr 25 01:28:35 GMT 2023","4236","test","test_conduit","TestConduit","","","Új poszt közzététele",""
"passed","Tue Apr 25 01:28:08 GMT 2023","Tue Apr 25 01:28:11 GMT 2023","2784","test","test_conduit","TestConduit","","","Regisztráció - Helyes felhasználói adatokkal",""
