"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 19:21:06 GMT 2023","Sun Apr 23 19:21:07 GMT 2023","944","test","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Sun Apr 23 19:20:55 GMT 2023","Sun Apr 23 19:20:55 GMT 2023","760","test","test_conduit","TestConduit","","","Bejelentkezés - Helytelen felhasználói adatokkal",""
"passed","Sun Apr 23 19:21:48 GMT 2023","Sun Apr 23 19:21:50 GMT 2023","1673","test","test_conduit","TestConduit","","","Felhasználónév módosítása",""
"passed","Sun Apr 23 19:20:57 GMT 2023","Sun Apr 23 19:21:02 GMT 2023","5932","test","test_conduit","TestConduit","","","Kijelentkezés",""
"passed","Sun Apr 23 19:21:04 GMT 2023","Sun Apr 23 19:21:05 GMT 2023","947","test","test_conduit","TestConduit","","","Posztok listázása",""
"passed","Sun Apr 23 19:20:53 GMT 2023","Sun Apr 23 19:20:54 GMT 2023","764","test","test_conduit","TestConduit","","","Bejelentkezés - Helyes felhasználói adatokkal",""
"passed","Sun Apr 23 19:20:40 GMT 2023","Sun Apr 23 19:20:46 GMT 2023","6144","test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elutasítása",""
"passed","Sun Apr 23 19:21:08 GMT 2023","Sun Apr 23 19:21:11 GMT 2023","3550","test","test_conduit","TestConduit","","","Új poszt közzététele",""
"passed","Sun Apr 23 19:20:48 GMT 2023","Sun Apr 23 19:20:50 GMT 2023","2391","test","test_conduit","TestConduit","","","Regisztráció - Helyes felhasználói adatokkal",""
"passed","Sun Apr 23 19:20:33 GMT 2023","Sun Apr 23 19:20:39 GMT 2023","6152","test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"passed","Sun Apr 23 19:21:12 GMT 2023","Sun Apr 23 19:21:39 GMT 2023","27247","test","test_conduit","TestConduit","","","Kommentelés sorozatos adatbeolvasással",""
"passed","Sun Apr 23 19:21:41 GMT 2023","Sun Apr 23 19:21:47 GMT 2023","6658","test","test_conduit","TestConduit","","","Komment törlése",""
"passed","Sun Apr 23 19:20:51 GMT 2023","Sun Apr 23 19:20:52 GMT 2023","808","test","test_conduit","TestConduit","","","Regisztráció - Helytelen felhasználói adatokkal",""
"failed","Sun Apr 23 19:21:51 GMT 2023","Sun Apr 23 19:21:56 GMT 2023","5359","test","test_conduit","TestConduit","","","Adatok exportálása",""
