"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 20:44:21 GMT 2023","Sun Apr 23 20:44:22 GMT 2023","984","test","test_conduit","TestConduit","","","Posztok listázása",""
"passed","Sun Apr 23 20:43:51 GMT 2023","Sun Apr 23 20:43:57 GMT 2023","6152","test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elutasítása",""
"passed","Sun Apr 23 20:44:59 GMT 2023","Sun Apr 23 20:45:06 GMT 2023","7156","test","test_conduit","TestConduit","","","Komment törlése",""
"passed","Sun Apr 23 20:45:11 GMT 2023","Sun Apr 23 20:45:12 GMT 2023","978","test","test_conduit","TestConduit","","","Adatok exportálása",""
"passed","Sun Apr 23 20:44:14 GMT 2023","Sun Apr 23 20:44:20 GMT 2023","5960","test","test_conduit","TestConduit","","","Kijelentkezés",""
"passed","Sun Apr 23 20:44:12 GMT 2023","Sun Apr 23 20:44:12 GMT 2023","287","test","test_conduit","TestConduit","","","Bejelentkezés - Helytelen felhasználói adatokkal",""
"passed","Sun Apr 23 20:43:43 GMT 2023","Sun Apr 23 20:43:50 GMT 2023","6169","test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"passed","Sun Apr 23 20:44:23 GMT 2023","Sun Apr 23 20:44:24 GMT 2023","980","test","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Sun Apr 23 20:43:58 GMT 2023","Sun Apr 23 20:44:01 GMT 2023","2984","test","test_conduit","TestConduit","","","Regisztráció - Helyes felhasználói adatokkal",""
"passed","Sun Apr 23 20:44:30 GMT 2023","Sun Apr 23 20:44:58 GMT 2023","27687","test","test_conduit","TestConduit","","","Kommentelés sorozatos adatbeolvasással",""
"passed","Sun Apr 23 20:44:25 GMT 2023","Sun Apr 23 20:44:29 GMT 2023","3653","test","test_conduit","TestConduit","","","Új poszt közzététele",""
"broken","Sun Apr 23 20:44:04 GMT 2023","Sun Apr 23 20:44:11 GMT 2023","6543","test","test_conduit","TestConduit","","","Bejelentkezés - Helyes felhasználói adatokkal",""
"passed","Sun Apr 23 20:45:07 GMT 2023","Sun Apr 23 20:45:10 GMT 2023","2679","test","test_conduit","TestConduit","","","Felhasználónév módosítása",""
"passed","Sun Apr 23 20:44:02 GMT 2023","Sun Apr 23 20:44:03 GMT 2023","844","test","test_conduit","TestConduit","","","Regisztráció - Helytelen felhasználói adatokkal",""
