"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 26 03:03:32 GMT 2023","Wed Apr 26 03:03:34 GMT 2023","2369","test","test_conduit","TestConduit","","","Regisztráció - Helyes felhasználói adatokkal",""
"passed","Wed Apr 26 03:03:36 GMT 2023","Wed Apr 26 03:03:37 GMT 2023","800","test","test_conduit","TestConduit","","","Regisztráció - Helytelen felhasználói adatokkal",""
"passed","Wed Apr 26 03:03:53 GMT 2023","Wed Apr 26 03:03:56 GMT 2023","2713","test","test_conduit","TestConduit","","","Új poszt közzététele",""
"passed","Wed Apr 26 03:03:40 GMT 2023","Wed Apr 26 03:03:40 GMT 2023","757","test","test_conduit","TestConduit","","","Bejelentkezés - Helytelen felhasználói adatokkal",""
"passed","Wed Apr 26 03:04:25 GMT 2023","Wed Apr 26 03:04:32 GMT 2023","7076","test","test_conduit","TestConduit","","","Komment törlése",""
"passed","Wed Apr 26 03:03:24 GMT 2023","Wed Apr 26 03:03:30 GMT 2023","6123","test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elutasítása",""
"passed","Wed Apr 26 03:03:51 GMT 2023","Wed Apr 26 03:03:52 GMT 2023","1374","test","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Wed Apr 26 03:03:16 GMT 2023","Wed Apr 26 03:03:23 GMT 2023","6130","test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"passed","Wed Apr 26 03:03:57 GMT 2023","Wed Apr 26 03:04:24 GMT 2023","27066","test","test_conduit","TestConduit","","","Kommentelés sorozatos adatbeolvasással",""
"passed","Wed Apr 26 03:03:38 GMT 2023","Wed Apr 26 03:03:38 GMT 2023","751","test","test_conduit","TestConduit","","","Bejelentkezés - Helyes felhasználói adatokkal",""
"passed","Wed Apr 26 03:04:33 GMT 2023","Wed Apr 26 03:04:35 GMT 2023","2115","test","test_conduit","TestConduit","","","Felhasználónév módosítása",""
"passed","Wed Apr 26 03:04:37 GMT 2023","Wed Apr 26 03:04:38 GMT 2023","1384","test","test_conduit","TestConduit","","","Adatok exportálása",""
"passed","Wed Apr 26 03:03:42 GMT 2023","Wed Apr 26 03:03:48 GMT 2023","5921","test","test_conduit","TestConduit","","","Kijelentkezés",""
"passed","Wed Apr 26 03:03:49 GMT 2023","Wed Apr 26 03:03:50 GMT 2023","928","test","test_conduit","TestConduit","","","Posztok listázása",""
