"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 24 23:05:09 GMT 2023","Mon Apr 24 23:05:10 GMT 2023","932","test","test_conduit","TestConduit","","","Adatok exportálása",""
"passed","Mon Apr 24 23:04:27 GMT 2023","Mon Apr 24 23:04:29 GMT 2023","2862","test","test_conduit","TestConduit","","","Új poszt közzététele",""
"passed","Mon Apr 24 23:04:23 GMT 2023","Mon Apr 24 23:04:23 GMT 2023","873","test","test_conduit","TestConduit","","","Posztok listázása",""
"passed","Mon Apr 24 23:04:15 GMT 2023","Mon Apr 24 23:04:21 GMT 2023","5987","test","test_conduit","TestConduit","","","Kijelentkezés",""
"passed","Mon Apr 24 23:04:14 GMT 2023","Mon Apr 24 23:04:14 GMT 2023","260","test","test_conduit","TestConduit","","","Bejelentkezés - Helytelen felhasználói adatokkal",""
"broken","Mon Apr 24 23:04:05 GMT 2023","Mon Apr 24 23:04:13 GMT 2023","7485","test","test_conduit","TestConduit","","","Bejelentkezés - Helyes felhasználói adatokkal",""
"passed","Mon Apr 24 23:03:45 GMT 2023","Mon Apr 24 23:03:52 GMT 2023","6147","test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"passed","Mon Apr 24 23:05:07 GMT 2023","Mon Apr 24 23:05:08 GMT 2023","1631","test","test_conduit","TestConduit","","","Felhasználónév módosítása",""
"passed","Mon Apr 24 23:04:25 GMT 2023","Mon Apr 24 23:04:25 GMT 2023","909","test","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Mon Apr 24 23:03:53 GMT 2023","Mon Apr 24 23:03:59 GMT 2023","6140","test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elutasítása",""
"passed","Mon Apr 24 23:04:31 GMT 2023","Mon Apr 24 23:04:58 GMT 2023","27081","test","test_conduit","TestConduit","","","Kommentelés sorozatos adatbeolvasással",""
"passed","Mon Apr 24 23:04:00 GMT 2023","Mon Apr 24 23:04:02 GMT 2023","2376","test","test_conduit","TestConduit","","","Regisztráció - Helyes felhasználói adatokkal",""
"passed","Mon Apr 24 23:04:59 GMT 2023","Mon Apr 24 23:05:05 GMT 2023","6630","test","test_conduit","TestConduit","","","Komment törlése",""
"passed","Mon Apr 24 23:04:04 GMT 2023","Mon Apr 24 23:04:04 GMT 2023","810","test","test_conduit","TestConduit","","","Regisztráció - Helytelen felhasználói adatokkal",""
