"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 25 01:00:35 GMT 2023","Tue Apr 25 01:00:35 GMT 2023","254","test","test_conduit","TestConduit","","","Bejelentkezés - Helytelen felhasználói adatokkal",""
"passed","Tue Apr 25 01:01:21 GMT 2023","Tue Apr 25 01:01:27 GMT 2023","6705","test","test_conduit","TestConduit","","","Komment törlése",""
"passed","Tue Apr 25 01:00:27 GMT 2023","Tue Apr 25 01:00:30 GMT 2023","2491","test","test_conduit","TestConduit","","","Regisztráció - Helyes felhasználói adatokkal",""
"passed","Tue Apr 25 01:00:48 GMT 2023","Tue Apr 25 01:00:52 GMT 2023","3189","test","test_conduit","TestConduit","","","Új poszt közzététele",""
"passed","Tue Apr 25 01:00:46 GMT 2023","Tue Apr 25 01:00:47 GMT 2023","1386","test","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Tue Apr 25 01:00:33 GMT 2023","Tue Apr 25 01:00:33 GMT 2023","797","test","test_conduit","TestConduit","","","Bejelentkezés - Helyes felhasználói adatokkal",""
"passed","Tue Apr 25 01:00:12 GMT 2023","Tue Apr 25 01:00:18 GMT 2023","6213","test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"passed","Tue Apr 25 01:00:19 GMT 2023","Tue Apr 25 01:00:25 GMT 2023","6124","test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elutasítása",""
"passed","Tue Apr 25 01:00:53 GMT 2023","Tue Apr 25 01:01:20 GMT 2023","26977","test","test_conduit","TestConduit","","","Kommentelés sorozatos adatbeolvasással",""
"passed","Tue Apr 25 01:01:28 GMT 2023","Tue Apr 25 01:01:30 GMT 2023","1662","test","test_conduit","TestConduit","","","Felhasználónév módosítása",""
"passed","Tue Apr 25 01:00:36 GMT 2023","Tue Apr 25 01:00:42 GMT 2023","5923","test","test_conduit","TestConduit","","","Kijelentkezés",""
"passed","Tue Apr 25 01:01:31 GMT 2023","Tue Apr 25 01:01:33 GMT 2023","1384","test","test_conduit","TestConduit","","","Adatok exportálása",""
"passed","Tue Apr 25 01:00:31 GMT 2023","Tue Apr 25 01:00:32 GMT 2023","793","test","test_conduit","TestConduit","","","Regisztráció - Helytelen felhasználói adatokkal",""
"passed","Tue Apr 25 01:00:44 GMT 2023","Tue Apr 25 01:00:45 GMT 2023","916","test","test_conduit","TestConduit","","","Posztok listázása",""
